Sl No.,Time,FES102_pH,AL_VSP1_GCB1B_SCB_102-pH - (pH) Raw,SCRUBBER_SCB_103_GCB1C-pH - (pH) Raw,SCB_301-pH - (pH) Raw,SCB_302-pH - (pH) Raw,SCB_303-pH - (pH) Raw,LL_VSP1_OCB_SCB_304-pH - (pH) Raw,LL_VSP1_GCB2_SCB_501-pH - (pH) Raw,LL_VSP1_GCB3_SCB_502-pH - (pH) Raw,LL_VSP1_GCB4_SCB_601-pH - (pH) Raw,SCB_604-pH - (pH) Raw,SCB_605-pH - (pH) Raw,SCB_606-pH - (pH) Raw,LL_VSP1_GCB7_SCB_901-pH - (pH) Raw,LL_VSP1_RM_SCB_105-pH - (pH) Raw,LL_VSP1_EHS_SCB_106-pH - (pH) Raw,LL_VSP1_EHS_SCB_107-pH - (pH) Raw,Ammonia_Scrubber-pH - (pH) Raw,LL_VSP1_RM_SCB_104-pH - (pH) Raw,FES_101_RM-pH - (pH) Raw,Ambient_VOC,AQMS2_VOC,Year,Month,Day,Date,Average_pH,Max_pH,Min_pH,pH_Range,pH_Change,Primary_VOC,VOC_Change,VOC_Rolling_7,VOC_STD_7,pH_Rolling_7,VOC_Rate,Stability_Index,Day_Name,Month_Name,pH_Status,VOC_Status,ML_Anomaly_Score,ML_Is_Anomaly,ML_Primary_Driver,ML_Anomaly_Explanation
1,2026-01-01,9.5,12.0,14.0,11.13,8.15,12.34,0.95,1.5,1.41,,,,,11.28,13.02,6.9,9.02,9.8,12.45,,0.0,0.45,2026,1,1,2026-01-01,8.896666666666667,14.0,0.95,13.05,,0.45,,0.45,0.0,8.896666666666667,0.0,100.0,Thursday,January,Low,Low,0.416,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
2,2026-01-02,9.5,12.0,14.0,11.2,8.15,11.76,0.95,1.53,1.4,,,,,11.29,13.09,6.9,8.96,9.8,12.57,,0.0,0.45,2026,1,2,2026-01-02,8.873333333333333,14.0,0.95,13.05,-0.0233333333333334,0.45,0.0,0.45,0.0,8.885,0.0,99.76666666666668,Friday,January,Low,Low,0.396,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
3,2026-01-03,9.5,12.09,14.0,11.15,8.15,11.27,0.95,1.53,1.4,,,,,11.3,13.05,6.9,8.47,9.8,12.58,,0.0,0.47,2026,1,3,2026-01-03,8.809333333333333,14.0,0.95,13.05,-0.064,0.47,0.0199999999999999,0.4566666666666667,0.0115470053837924,8.859777777777778,4.444444444444429,99.36,Saturday,January,Low,Low,0.457,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
4,2026-01-04,9.5,12.04,13.91,11.1,8.12,12.52,0.95,1.53,1.41,,,,,11.29,12.84,6.9,8.87,9.8,12.57,,0.0,0.51,2026,1,4,2026-01-04,8.889999999999999,13.91,0.95,12.96,0.0806666666666657,0.51,0.04,0.47,0.0282842712474619,8.867333333333333,8.510638297872353,99.19333333333334,Sunday,January,Low,Low,0.467,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
5,2026-01-05,9.5,12.14,14.0,11.12,8.08,11.94,0.95,1.53,1.4,,,,,11.3,12.8,6.9,8.88,9.8,12.56,,0.0,0.41,2026,1,5,2026-01-05,8.859999999999998,14.0,0.95,13.05,-0.0300000000000011,0.41,-0.1,0.458,0.0363318042491699,8.865866666666665,-19.60784313725491,99.7,Monday,January,Low,Low,0.477,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
6,2026-01-06,9.5,12.14,14.0,11.12,8.08,11.94,0.95,1.53,1.4,,,,,11.3,12.8,6.9,8.88,9.8,12.56,,0.0,0.41,2026,1,6,2026-01-06,8.859999999999998,14.0,0.95,13.05,0.0,0.41,0.0,0.45,0.0379473319220205,8.864888888888887,0.0,100.0,Tuesday,January,Low,Low,0.37,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
7,2026-01-07,9.5,12.14,14.0,11.12,8.08,11.94,0.95,1.53,1.4,,,,,11.3,12.8,6.9,8.88,9.8,12.56,,0.0,0.52,2026,1,7,2026-01-07,8.859999999999998,14.0,0.95,13.05,0.0,0.52,0.11,0.4599999999999999,0.0435889894354067,8.864190476190474,26.82926829268293,100.0,Wednesday,January,Low,Low,0.472,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
8,2026-01-08,9.5,12.14,14.0,11.12,8.08,11.94,0.95,1.53,1.4,,,,,11.3,12.8,6.9,8.88,9.8,12.56,,0.0,0.54,2026,1,8,2026-01-08,8.859999999999998,14.0,0.95,13.05,0.0,0.54,0.02,0.4728571428571428,0.052508502712826,8.85895238095238,3.846153846153855,100.0,Thursday,January,Low,Low,0.407,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
9,2026-01-09,9.5,11.8,13.84,11.18,7.83,12.89,0.95,1.53,1.38,,,,,11.29,12.61,6.9,9.15,9.8,12.48,,0.0,0.48,2026,1,9,2026-01-09,8.875333333333334,13.84,0.95,12.89,0.015333333333336,0.48,-0.06,0.4771428571428571,0.0515474815790535,8.859238095238094,-11.111111111111116,99.84666666666664,Friday,January,Low,Low,0.454,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
10,2026-01-10,9.5,11.82,13.82,11.2,7.84,12.85,0.95,1.53,1.37,,,,,11.31,12.59,6.9,9.17,9.8,12.52,,0.0,0.53,2026,1,10,2026-01-10,8.878000000000002,13.82,0.95,12.87,0.0026666666666681,0.53,0.05,0.4857142857142857,0.0550324579550235,8.869047619047619,10.416666666666677,99.97333333333331,Saturday,January,Low,Low,0.438,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
11,2026-01-11,9.5,12.08,13.99,11.18,7.83,12.54,0.95,1.53,1.37,,,,,11.31,12.52,6.9,9.17,9.8,12.5,,0.0,0.51,2026,1,11,2026-01-11,8.878000000000002,13.99,0.95,13.04,0.0,0.51,-0.02,0.4857142857142857,0.0550324579550235,8.867333333333333,-3.773584905660377,100.0,Sunday,January,Low,Low,0.394,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
12,2026-01-12,9.5,11.9,9.94,11.2,7.77,11.17,5.23,2.93,5.77,,,,,11.3,12.46,6.9,9.17,9.8,12.49,,0.0,0.52,2026,1,12,2026-01-12,9.168666666666669,12.49,2.93,9.56,0.2906666666666648,0.52,0.01,0.5014285714285714,0.044507891221135,8.911428571428571,1.9607843137254832,97.09333333333336,Monday,January,Low,Low,0.598,-1,pH_Rolling_7,Multi-sensor outlier state detected. Primary driver: 'pH_Rolling_7' showing a 2.72x standard deviation from normal mean operating baselines.
13,2026-01-13,9.5,11.9,5.6,11.19,8.27,7.76,9.5,7.3,13.69,,,,,11.31,12.45,6.9,9.17,9.8,12.52,,0.0,0.54,2026,1,13,2026-01-13,9.790666666666668,13.69,5.6,8.09,0.6220000000000017,0.54,0.02,0.5199999999999999,0.0208166599946614,9.044380952380951,3.846153846153855,93.78,Tuesday,January,Normal,Low,0.569,-1,pH_Change,Multi-sensor outlier state detected. Primary driver: 'pH_Change' showing a 3.25x standard deviation from normal mean operating baselines.
14,2026-01-14,9.5,11.95,5.6,11.22,8.34,12.47,9.5,7.3,13.63,,,,,11.31,12.4,6.9,9.11,9.8,12.54,,0.0,0.57,2026,1,14,2026-01-14,10.104666666666668,13.63,5.6,8.030000000000001,0.314,0.57,0.0299999999999999,0.5271428571428572,0.0281154084173819,9.222190476190477,5.555555555555536,96.86,Wednesday,January,Normal,Low,0.419,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
15,2026-01-15,9.5,12.12,5.6,11.18,8.62,11.84,9.5,7.3,13.7,,,,,11.32,12.34,6.9,9.0,9.8,12.57,,0.0,0.51,2026,1,15,2026-01-15,10.086,13.7,5.6,8.1,-0.0186666666666681,0.51,-0.0599999999999999,0.5228571428571429,0.0281154084173819,9.397333333333334,-10.526315789473673,99.81333333333332,Thursday,January,Normal,Low,0.221,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
16,2026-01-16,9.5,12.6,5.6,11.01,8.69,12.82,9.5,7.3,13.8,,,,,11.31,12.36,6.89,9.13,9.8,12.47,,0.0,0.49,2026,1,16,2026-01-16,10.185333333333334,13.8,5.6,8.200000000000001,0.0993333333333339,0.49,-0.02,0.5242857142857142,0.025727509827124,9.584476190476192,-3.9215686274509887,99.00666666666666,Friday,January,Normal,Low,0.226,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
17,2026-01-17,9.5,12.2,5.6,11.17,8.36,11.5,9.5,7.3,13.65,,,,,11.32,12.3,6.9,9.06,9.8,12.59,,0.0,0.54,2026,1,17,2026-01-17,10.05,13.65,5.6,8.05,-0.1353333333333335,0.54,0.05,0.5257142857142857,0.0263673679998231,9.751904761904765,10.204081632653072,98.64666666666666,Saturday,January,Normal,Low,0.247,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
18,2026-01-18,9.5,12.13,5.6,11.17,8.35,11.54,9.5,7.3,13.73,,,,,11.32,12.27,6.9,9.07,9.8,12.52,,0.0,0.46,2026,1,18,2026-01-18,10.046666666666669,13.73,5.6,8.13,-0.003333333333332,0.46,-0.08,0.5185714285714286,0.0362530786869986,9.918857142857144,-14.814814814814811,99.96666666666668,Sunday,January,Normal,Low,0.195,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
19,2026-01-19,9.5,12.0,5.52,11.14,7.99,11.62,9.5,7.3,13.7,,,,,11.31,12.29,6.89,9.06,9.8,12.43,,0.0,0.34,2026,1,19,2026-01-19,10.003333333333334,13.7,5.52,8.18,-0.0433333333333347,0.34,-0.12,0.4928571428571429,0.0765319727770221,10.03809523809524,-26.086956521739125,99.56666666666663,Monday,January,Normal,Low,0.213,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
20,2026-01-20,9.5,11.9,5.5,11.23,9.01,11.39,9.5,7.3,13.64,,10.94,11.25,4.86,11.33,12.29,6.89,8.86,9.8,12.54,,0.0,0.53,2026,1,20,2026-01-20,9.873888888888889,13.64,4.86,8.780000000000001,-0.1294444444444451,0.53,0.19,0.4914285714285715,0.0755928946018455,10.049984126984128,55.88235294117647,98.70555555555556,Tuesday,January,Normal,Low,0.39,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
21,2026-01-21,9.5,11.94,5.48,11.2,8.52,11.05,9.5,7.3,13.77,,11.16,10.81,5.93,11.32,12.21,6.89,9.06,9.8,12.49,,0.0,0.44,2026,1,21,2026-01-21,9.885,13.77,5.48,8.29,0.011111111111111,0.44,-0.09,0.4728571428571428,0.068729975438738,10.018603174603172,-16.981132075471706,99.88888888888889,Wednesday,January,Normal,Low,0.178,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
22,2026-01-22,9.5,12.1,5.46,11.25,8.81,10.84,9.5,7.3,13.69,,10.93,11.15,11.14,11.32,12.18,6.89,8.9,9.8,11.78,,0.0,0.46,2026,1,22,2026-01-22,10.141111111111112,13.69,5.46,8.23,0.256111111111112,0.46,0.02,0.4657142857142857,0.0667974906856895,10.02647619047619,4.545454545454541,97.43888888888888,Thursday,January,Normal,Low,0.264,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
23,2026-01-23,9.5,12.1,5.48,11.27,8.53,11.24,9.5,7.3,13.62,,11.17,11.33,7.97,11.33,12.14,6.89,8.83,9.8,10.81,,0.0,0.36,2026,1,23,2026-01-23,9.933888888888893,13.62,5.48,8.139999999999999,-0.2072222222222208,0.36,-0.1,0.4471428571428571,0.0763138881450129,9.990555555555558,-21.739130434782616,97.9277777777778,Friday,January,Normal,Low,0.225,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
24,2026-01-24,9.5,12.1,5.48,11.24,8.38,11.44,9.5,7.3,13.7,,11.25,11.01,5.76,11.32,12.08,6.9,8.87,9.8,10.93,,0.0,0.37,2026,1,24,2026-01-24,9.808888888888893,13.7,5.48,8.219999999999999,-0.125,0.37,0.01,0.4228571428571429,0.0684870512613604,9.956111111111111,2.77777777777779,98.75,Saturday,January,Normal,Low,0.138,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
25,2026-01-25,9.5,12.1,5.48,11.24,8.38,11.44,9.5,7.3,13.7,,11.25,11.01,5.76,11.32,12.08,6.9,8.87,9.8,10.93,,0.0,0.54,2026,1,25,2026-01-25,9.808888888888893,13.7,5.48,8.219999999999999,0.0,0.54,0.17,0.4342857142857143,0.0812110712602543,9.92214285714286,45.945945945945965,100.0,Sunday,January,Normal,Low,0.254,1,Primary_VOC,Operational values within normal multidimensional clusters.
26,2026-01-26,9.5,12.1,5.48,11.24,8.38,11.44,9.5,7.3,13.7,,11.25,11.01,5.76,11.32,12.08,6.9,8.87,9.8,10.93,,0.0,0.41,2026,1,26,2026-01-26,9.808888888888893,13.7,5.48,8.219999999999999,0.0,0.41,-0.13,0.4442857142857143,0.0713809364973457,9.894365079365082,-24.07407407407408,100.0,Monday,January,Normal,Low,0.168,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
27,2026-01-27,9.5,12.1,5.48,11.24,8.38,11.44,9.5,7.3,13.7,,11.25,11.01,5.76,11.32,12.08,6.9,8.87,9.8,10.93,,0.0,0.42,2026,1,27,2026-01-27,9.808888888888893,13.7,5.48,8.219999999999999,0.0,0.42,0.01,0.4285714285714285,0.0606708528121403,9.885079365079363,2.4390243902439046,100.0,Tuesday,January,Normal,Low,0.107,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
28,2026-01-28,9.5,12.1,5.48,11.24,8.38,11.44,9.5,7.3,13.7,,11.25,11.01,5.76,11.32,12.08,6.9,8.87,9.8,10.93,,0.0,0.42,2026,1,28,2026-01-28,9.808888888888893,13.7,5.48,8.219999999999999,0.0,0.42,0.0,0.4257142857142857,0.0605136741729072,9.87420634920635,0.0,100.0,Wednesday,January,Normal,Low,0.099,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
29,2026-01-29,9.5,12.1,5.48,11.27,7.43,12.76,9.5,7.3,13.6,,11.18,10.97,11.67,11.33,11.99,6.89,9.02,9.8,10.96,,0.0,0.42,2026,1,29,2026-01-29,10.15277777777778,13.6,5.48,8.12,0.3438888888888893,0.42,0.0,0.42,0.0585946527708233,9.875873015873015,0.0,96.5611111111111,Thursday,January,Normal,Low,0.276,1,pH_Change,Operational values within normal multidimensional clusters.
30,2026-01-30,9.5,13.4,5.46,11.19,7.46,11.87,9.5,7.3,13.61,,11.05,11.07,11.75,11.33,11.96,6.89,9.05,9.8,10.96,,0.0,0.42,2026,1,30,2026-01-30,10.175000000000002,13.61,5.46,8.149999999999999,0.0222222222222221,0.42,0.0,0.4285714285714285,0.0524177360024168,9.910317460317462,0.0,99.77777777777776,Friday,January,Normal,Low,0.142,1,Average_pH,Operational values within normal multidimensional clusters.
31,2026-01-31,9.5,13.9,5.48,11.23,7.43,12.14,9.5,7.3,13.59,,11.02,11.01,12.15,11.34,13.34,6.89,8.98,9.8,10.96,,0.0,0.42,2026,1,31,2026-01-31,10.30888888888889,13.9,5.48,8.42,0.1338888888888867,0.42,0.0,0.4357142857142856,0.0461364436055863,9.981746031746033,0.0,98.66111111111113,Saturday,January,Normal,Low,0.26,1,Average_pH,Operational values within normal multidimensional clusters.
32,2026-02-01,9.5,13.6,5.48,11.26,7.44,11.63,9.5,7.3,13.58,,10.95,11.1,12.44,11.35,13.34,6.89,9.05,9.8,10.95,,0.0,0.42,2026,2,1,2026-02-01,10.286666666666669,13.6,5.48,8.12,-0.0222222222222203,0.42,0.0,0.4185714285714285,0.0037796447300943,10.05,0.0,99.7777777777778,Sunday,February,Normal,Low,0.208,1,Average_pH,Operational values within normal multidimensional clusters.
33,2026-02-02,9.5,13.48,5.45,11.31,7.48,9.91,9.5,7.3,13.6,,11.16,10.99,12.46,11.35,13.34,6.89,9.05,9.8,10.96,,0.0,0.45,2026,2,2,2026-02-02,10.196111111111112,13.6,5.45,8.149999999999999,-0.0905555555555555,0.45,0.03,0.4242857142857142,0.0113389341902775,10.105317460317464,7.14285714285714,99.09444444444443,Monday,February,Normal,Low,0.214,1,Average_pH,Operational values within normal multidimensional clusters.
34,2026-02-03,9.5,13.34,5.46,11.35,7.9,11.58,9.5,7.3,13.62,,10.97,11.17,12.43,11.35,13.34,6.89,9.14,9.8,10.97,,0.0,0.23,2026,2,3,2026-02-03,10.311666666666666,13.62,5.46,8.16,0.1155555555555523,0.23,-0.22,0.3971428571428571,0.0745462464322843,10.177142857142858,-48.88888888888889,98.84444444444448,Tuesday,February,Normal,Low,0.349,1,Average_pH,Operational values within normal multidimensional clusters.
35,2026-02-04,9.5,12.75,5.46,11.52,8.15,11.16,9.5,7.3,13.65,,11.2,10.94,12.38,11.35,13.34,6.89,9.16,9.8,10.97,,0.0,0.25,2026,2,4,2026-02-04,10.27888888888889,13.65,5.46,8.190000000000001,-0.0327777777777757,0.25,0.0199999999999999,0.3728571428571428,0.091599542523291,10.244285714285716,8.695652173913038,99.67222222222225,Wednesday,February,Normal,Low,0.195,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
36,2026-02-05,9.5,12.77,5.46,11.79,8.36,11.12,9.5,7.3,13.69,,11.03,11.14,12.29,11.35,13.33,6.89,9.22,9.8,10.97,,0.0,0.2,2026,2,5,2026-02-05,10.306111111111113,13.69,5.46,8.23,0.0272222222222211,0.2,-0.0499999999999999,0.3414285714285714,0.1088467686595199,10.266190476190475,-20.0,99.7277777777778,Thursday,February,Normal,Low,0.26,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
37,2026-02-06,9.5,12.86,5.46,12.09,8.1,11.26,9.5,7.3,13.7,,11.1,11.1,11.96,11.35,12.45,6.89,9.26,9.8,10.94,,0.0,0.24,2026,2,6,2026-02-06,10.256666666666668,13.7,5.46,8.239999999999998,-0.0494444444444432,0.24,0.0399999999999999,0.3157142857142857,0.1084523156133827,10.277857142857144,20.0,99.50555555555556,Friday,February,Normal,Low,0.224,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
38,2026-02-07,9.5,12.98,5.24,11.86,7.7,12.28,9.5,7.3,13.67,,11.15,11.37,9.17,11.35,12.17,6.89,9.27,9.8,10.98,,0.0,0.2,2026,2,7,2026-02-07,10.121111111111112,13.67,5.24,8.43,-0.1355555555555554,0.2,-0.0399999999999999,0.2842857142857143,0.105017005425652,10.251031746031746,-16.666666666666664,98.64444444444445,Saturday,February,Normal,Low,0.278,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
39,2026-02-08,9.5,12.94,5.45,11.89,7.78,12.17,9.5,7.3,13.66,,11.17,11.1,12.38,11.35,11.99,6.89,9.27,9.8,10.98,,0.0,0.27,2026,2,8,2026-02-08,10.284444444444444,13.66,5.45,8.21,0.1633333333333322,0.27,0.07,0.2628571428571428,0.0863547500554709,10.250714285714285,35.00000000000001,98.36666666666667,Sunday,February,Normal,Low,0.273,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
40,2026-02-09,9.5,12.92,5.45,12.01,7.87,11.53,9.5,7.3,13.64,,11.14,10.99,12.2,11.36,11.86,6.89,9.27,9.8,10.98,,0.0,0.28,2026,2,9,2026-02-09,10.23388888888889,13.64,5.45,8.190000000000001,-0.0505555555555545,0.28,0.01,0.2385714285714285,0.0313201593379149,10.256111111111112,3.703703703703698,99.49444444444444,Monday,February,Normal,Low,0.18,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
41,2026-02-10,9.5,13.17,5.43,12.02,7.64,12.05,9.5,7.3,13.59,,11.04,10.86,12.28,11.36,11.77,6.89,9.24,9.8,10.98,,0.0,0.27,2026,2,10,2026-02-10,10.245555555555557,13.59,5.43,8.16,0.0116666666666649,0.27,-0.01,0.2442857142857142,0.0330943816264648,10.246666666666668,-3.57142857142857,99.88333333333335,Tuesday,February,Normal,Low,0.172,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
42,2026-02-11,9.5,13.2,5.23,12.06,7.3,12.13,9.5,7.3,13.57,,11.09,11.15,12.53,11.37,11.68,6.89,9.2,9.8,10.98,,0.0,0.14,2026,2,11,2026-02-11,10.248888888888889,13.57,5.23,8.34,0.0033333333333338,0.14,-0.13,0.2285714285714286,0.0511300861947807,10.242380952380952,-48.14814814814815,99.96666666666668,Wednesday,February,Normal,Low,0.346,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
43,2026-02-12,9.5,12.65,5.22,12.13,6.64,12.16,9.5,7.3,13.56,,10.94,11.0,12.27,11.4,11.6,6.89,9.22,9.8,10.95,,0.0,0.26,2026,2,12,2026-02-12,10.151666666666666,13.56,5.22,8.34,-0.0972222222222232,0.26,0.12,0.2371428571428571,0.0505682000583653,10.22031746031746,85.7142857142857,99.02777777777776,Thursday,February,Normal,Low,0.316,1,VOC_Rate,Operational values within normal multidimensional clusters.
44,2026-02-13,9.5,12.39,5.19,12.17,6.08,12.39,9.5,7.3,13.56,,11.29,11.13,11.58,11.38,11.52,6.89,9.26,9.8,10.99,,0.0,0.29,2026,2,13,2026-02-13,10.106666666666667,13.56,5.19,8.370000000000001,-0.0449999999999981,0.29,0.0299999999999999,0.2442857142857143,0.0544233843297599,10.19888888888889,11.53846153846152,99.55,Friday,February,Normal,Low,0.18,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
45,2026-02-14,9.5,12.6,5.18,11.9,6.93,12.0,9.5,7.3,13.54,,11.11,10.99,11.84,11.38,11.44,6.89,9.19,9.8,10.89,,0.0,0.17,2026,2,14,2026-02-14,10.11,13.54,5.18,8.36,0.0033333333333338,0.17,-0.1199999999999999,0.24,0.0594418483337567,10.197301587301586,-41.37931034482758,99.96666666666668,Saturday,February,Normal,Low,0.286,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
46,2026-02-15,9.5,12.6,5.18,11.96,6.94,11.77,9.5,7.3,13.55,,11.12,11.01,12.43,11.38,11.37,6.89,9.17,9.8,10.8,,0.0,0.29,2026,2,15,2026-02-15,10.12611111111111,13.55,5.18,8.370000000000001,0.0161111111111083,0.29,0.1199999999999999,0.2428571428571428,0.061566843271977,10.17468253968254,70.58823529411762,99.83888888888892,Sunday,February,Normal,Low,0.276,1,VOC_Rate,Operational values within normal multidimensional clusters.
47,2026-02-16,9.5,3.23,1.43,11.89,6.69,11.28,9.5,7.3,13.57,,11.24,11.19,12.28,11.38,11.51,6.89,9.1,9.8,10.8,,0.0,0.19,2026,2,16,2026-02-16,9.365555555555556,13.57,1.43,12.14,-0.7605555555555537,0.19,-0.0999999999999999,0.2299999999999999,0.061913918736689,10.05063492063492,-34.482758620689644,92.39444444444446,Monday,February,Low,Low,0.668,-1,Stability_Index,Multi-sensor outlier state detected. Primary driver: 'Stability_Index' showing a 4.10x standard deviation from normal mean operating baselines.
48,2026-02-17,9.5,0.95,2.33,11.95,6.46,11.2,9.5,7.3,13.54,,11.13,11.26,11.74,11.38,11.38,6.89,9.09,9.8,10.8,,0.0,0.19,2026,2,17,2026-02-17,9.233333333333334,13.54,0.95,12.59,-0.1322222222222215,0.19,0.0,0.2185714285714285,0.0606708528121401,9.906031746031744,0.0,98.67777777777778,Tuesday,February,Low,Low,0.449,1,Min_pH,Operational values within normal multidimensional clusters.
49,2026-02-18,9.5,9.01,8.98,11.98,6.9,11.89,9.5,7.3,13.53,,11.15,11.18,12.45,11.39,13.44,6.89,9.12,9.8,10.8,,0.0,0.22,2026,2,18,2026-02-18,10.267222222222223,13.53,6.89,6.64,1.0338888888888889,0.22,0.03,0.23,0.0499999999999999,9.908650793650796,15.789473684210533,89.66111111111111,Wednesday,February,Normal,Low,0.575,-1,Stability_Index,Multi-sensor outlier state detected. Primary driver: 'Stability_Index' showing a 5.80x standard deviation from normal mean operating baselines.
50,2026-02-19,9.5,9.01,8.98,12.08,7.3,12.1,9.5,7.3,13.53,,11.1,11.21,12.36,11.41,11.38,6.89,9.17,9.8,10.8,,0.0,0.25,2026,2,19,2026-02-19,10.19,13.53,6.89,6.64,-0.0772222222222218,0.25,0.03,0.2285714285714286,0.0491353814911995,9.914126984126984,13.636363636363647,99.2277777777778,Thursday,February,Normal,Low,0.098,1,Average_pH,Operational values within normal multidimensional clusters.
51,2026-02-20,9.5,9.01,8.98,12.11,7.51,12.24,9.5,7.3,13.58,,9.68,10.96,12.19,11.4,11.07,6.89,9.22,9.8,10.8,,0.0,0.25,2026,2,20,2026-02-20,10.096666666666668,13.58,6.89,6.69,-0.0933333333333337,0.25,0.0,0.2228571428571428,0.0427060829836865,9.912698412698417,0.0,99.06666666666666,Friday,February,Normal,Low,0.075,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
52,2026-02-21,9.5,8.16,8.9,11.9,7.05,12.37,9.5,7.3,13.59,,7.21,11.28,11.74,11.39,11.02,6.89,9.23,9.8,10.81,,0.0,0.24,2026,2,21,2026-02-21,9.868888888888888,13.59,6.89,6.7,-0.2277777777777796,0.24,-0.01,0.2328571428571428,0.0359231985000805,9.878253968253969,-4.000000000000004,97.7222222222222,Saturday,February,Normal,Low,0.107,1,pH_Change,Operational values within normal multidimensional clusters.
53,2026-02-22,9.5,7.37,8.83,11.87,6.7,11.89,9.5,7.3,13.66,,7.21,11.18,12.41,11.39,10.98,6.89,9.23,9.8,10.81,,0.0,0.24,2026,2,22,2026-02-22,9.806666666666668,13.66,6.7,6.96,-0.0622222222222212,0.24,0.0,0.2257142857142857,0.026367367999823,9.832619047619048,0.0,99.3777777777778,Sunday,February,Normal,Low,0.053,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
54,2026-02-23,9.5,7.36,8.83,11.84,6.65,11.89,9.5,7.3,13.66,,7.21,11.13,12.23,11.4,10.92,6.89,9.23,9.8,10.81,,0.0,0.34,2026,2,23,2026-02-23,9.786111111111111,13.66,6.65,7.01,-0.0205555555555552,0.34,0.1,0.2471428571428571,0.0460848079502293,9.892698412698412,41.66666666666667,99.79444444444444,Monday,February,Normal,Low,0.076,1,VOC_Rate,Operational values within normal multidimensional clusters.
55,2026-02-24,9.5,7.36,8.83,11.78,7.36,11.79,9.5,7.3,13.63,,7.21,11.07,12.21,11.41,10.88,6.89,9.25,9.8,10.81,,0.0,0.21,2026,2,24,2026-02-24,9.81,13.63,6.89,6.740000000000001,0.023888888888889,0.21,-0.13,0.25,0.0424264068711928,9.975079365079363,-38.235294117647065,99.7611111111111,Tuesday,February,Normal,Low,0.111,1,VOC_Rate,Operational values within normal multidimensional clusters.
56,2026-02-25,9.5,7.36,8.83,11.68,7.4,11.76,9.5,7.3,13.59,,7.21,10.91,12.22,11.42,13.49,6.89,9.26,9.8,10.78,,0.0,0.22,2026,2,25,2026-02-25,9.93888888888889,13.59,6.89,6.7,0.1288888888888895,0.22,0.01,0.25,0.0424264068711928,9.928174603174606,4.761904761904767,98.71111111111112,Wednesday,February,Normal,Low,0.051,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
57,2026-02-26,9.5,7.35,8.81,11.59,7.38,11.23,9.5,7.3,13.51,13.97,7.21,11.16,12.3,11.43,13.49,6.89,9.24,9.8,10.82,,0.0,0.23,2026,2,26,2026-02-26,10.130526315789474,13.97,6.89,7.080000000000001,0.1916374269005842,0.23,0.01,0.2471428571428571,0.0430945803685667,9.9196783625731,4.545454545454541,98.08362573099416,Thursday,February,Normal,Low,0.14,1,Max_pH,Operational values within normal multidimensional clusters.
58,2026-02-27,9.5,7.36,8.81,11.58,7.55,11.54,9.5,13.84,13.47,13.9,7.21,11.21,12.37,11.42,11.22,6.89,9.19,9.8,10.35,,0.0,0.23,2026,2,27,2026-02-27,10.353157894736842,13.9,6.89,7.010000000000001,0.222631578947368,0.23,0.0,0.2442857142857142,0.0435343323738643,9.956319966583123,0.0,97.77368421052633,Friday,February,Normal,Low,0.197,1,Average_pH,Operational values within normal multidimensional clusters.
